year,provider_state,provider_type,hcpcs_code,hcpcs_description,place_of_service,line_count,provider_count,beneficiaries,services,estimated_medicare_payment,average_services_per_beneficiary,average_charge_to_allowed_ratio
2023,IL,Pulmonary Disease,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,53,53,1884,2818.0,318806.40000146104,1.3621934590037565,2.8551257601153432
2024,IL,Interventional Pain Management,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,32,32,2566,2567.0,317932.700001405,1.0004464285714285,3.1524178959610674
2024,IN,Ophthalmology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,90,90,4636,4636.0,314414.829999721,1.0,1.771078087853198
2023,IN,Hand Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,32,32,3030,3712.0,312571.109999962,1.1926939178910467,1.9281226730917396
2023,IN,Neurosurgery,99204,"New patient office or other outpatient visit, 45-59 minutes",O,50,50,2702,2702.0,310594.58999742,1.0,1.949080428808209
2024,IN,Hand Surgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,32,32,2968,2968.0,310196.400001766,1.0,2.357569786527829
2024,IN,Sports Medicine,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,45,45,2835,2835.0,308546.349999582,1.0,2.144676175311874
2024,IL,Radiation Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,83,83,4793,6264.0,306476.629999445,1.25129431286437,2.7699374341051985
2024,IL,Physical Medicine and Rehabilitation,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,59,59,3808,3808.0,306246.029999984,1.0,2.4655669010488297
2023,IN,General Practice,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,17,17,1643,3763.0,306245.229999602,1.8545081081072348,1.813661047006825
2023,IN,Physician Assistant,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,67,67,2390,3059.0,305570.280000245,1.238607763177131,1.95271319933561
2023,IL,Radiation Oncology,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,79,79,3302,4048.0,302212.750000007,1.1908789824595654,2.76544067337711
2023,IL,Interventional Cardiology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,38,38,2072,2708.0,301035.599999263,1.1185601819726532,2.315004126937279
2023,IL,Geriatric Medicine,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,32,32,1772,2388.0,300997.749997751,1.2701966851267488,2.130730876785776
2024,IL,General Surgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,96,96,3609,6010.0,299740.440000083,1.503886621700701,2.7554195777937758
2024,IN,Endocrinology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,42,42,1805,2452.0,296582.17999962,1.307589518893467,1.684642245720169
2024,IN,Medical Oncology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,20,20,1255,2861.0,295743.600000391,2.165346660211979,1.9342658028257873
2023,IL,Advanced Heart Failure and Transplant Cardiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,19,19,2054,3105.0,293883.099999264,1.443684157554808,2.1887790723480456
2024,IN,Neurosurgery,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,52,52,2581,2582.0,293762.750001674,1.0002598752598753,1.9807894905770749
2024,IN,Infectious Disease,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,53,53,2246,3387.0,293119.930000018,1.4507923214228595,1.9497232161659184
2023,IN,Anesthesiology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,35,35,2497,2497.0,292891.889996656,1.0,2.2328454005813847
2023,IL,Gynecological Oncology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,21,21,1667,3046.0,292620.690000271,1.7071733186347309,2.427828821406094
2024,IN,Neurosurgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,54,54,2658,3292.0,291592.619999661,1.1748813435836951,1.8505827166207935
2024,IL,Anesthesiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,56,56,2845,2846.0,290901.430001667,1.0001451800232288,4.369683778777267
2024,IL,Gastroenterology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,65,65,2091,2578.0,289600.650001083,1.196291587237074,3.1189271390437843
2023,IL,Ophthalmology,99203,"New patient office or other outpatient visit, 30-44 minutes",O,104,104,3820,3821.0,289126.95999997,1.0001629726205996,1.949101944910255
2024,IL,Emergency Medicine,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,86,86,3925,3926.0,288873.069999991,1.0008305647840532,2.5561616757038106
2023,IL,Emergency Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,30,30,1505,4486.0,287887.84999981796,1.8641199265342399,2.7023327130411245
2024,IL,Geriatric Medicine,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,28,28,1592,2257.0,287622.959999066,1.3542406540957546,2.339453632895464
2024,IN,Physician Assistant,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,71,71,3871,5083.0,284556.620000117,1.2727625845335748,2.7881655525650952
2023,IN,Neurosurgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,49,49,2515,3223.0,283036.55000007,1.215074854367122,1.8263442108673442
2023,IN,Vascular Surgery,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,44,44,3879,4699.0,282554.42000007,1.20977350048772,1.6680332266417066
2024,IN,Medical Oncology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,27,27,3668,5206.0,281330.619999039,1.3407299375340893,2.0218131411771174
2023,IN,Hand Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",O,29,29,2598,2598.0,280387.789999066,1.0,2.3287094355543387
2024,IL,General Surgery,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,88,88,2777,3825.0,280216.250000362,1.297701996191483,2.670950681964815
2024,IN,Neurosurgery,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,52,52,3329,4507.0,278956.410000009,1.2555493742993293,1.753821861798263
2023,IN,Rheumatology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,49,49,2566,2566.0,277791.93000030797,1.0,1.9668448469698374
2024,IL,Gynecological Oncology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",O,21,21,1748,3032.0,277018.320000034,1.647402864288284,2.2299001698917658
2024,IN,Interventional Cardiology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",O,60,60,4303,4999.0,277008.580000196,1.0989404264632652,1.8311051131452145
2024,IN,Urology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",O,56,56,1893,2187.0,275642.74999957,1.127010805031979,1.9390608379028726
2024,IN,Urology,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,100,100,3955,3955.0,275613.969999948,1.0,2.278255789082282
2024,IN,Anesthesiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,31,31,2428,2428.0,275483.119998104,1.0,2.551584272257238
2023,IL,General Surgery,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,66,66,1692,2079.0,275094.93000117,1.175002967312671,2.322382997406143
2023,IL,Optometry,99203,"New patient office or other outpatient visit, 30-44 minutes",O,139,139,4037,4037.0,274473.199999863,1.0,1.516467119233994
2023,IN,Nurse Practitioner,99204,"New patient office or other outpatient visit, 45-59 minutes",F,83,83,3613,3613.0,273829.069999913,1.0,2.95350578065223
2023,IL,General Surgery,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,83,83,2803,3707.0,273249.85000043,1.2571455820142552,2.6904652230838484
2023,IL,Gastroenterology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,59,59,1962,2402.0,272628.249998906,1.1896523097318534,3.005859594705964
2023,IL,Otolaryngology,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,63,63,3959,5379.0,272123.020000343,1.3414628371538702,3.152428257415347
2023,IL,Medical Oncology,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,36,36,3513,5615.0,272048.730000226,1.5096370797413328,2.019719118563875
2024,IL,Dermatology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,26,26,2721,3744.0,269938.900000199,1.348056869130667,3.281423382292964
2023,IN,Clinical Cardiac Electrophysiology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,38,38,2334,2335.0,267944.06999923,1.0001934984520124,2.0555197946234127
2024,IN,Hematology,99214,"Established patient office or other outpatient visit with moderate level of decision making, if using time, 30 minutes or more",F,6,6,1199,3960.0,267882.180000945,2.6956708797866935,2.5882877578982826
2023,IL,Infectious Disease,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,68,68,2576,4073.0,265986.249999741,1.4802597657547318,1.9611426354401762
2024,IL,Radiation Oncology,99215,"Established patient office or other outpatient visit with high level of medical decision making, if using time, 40 minutes or more",F,72,72,1979,2296.0,259658.16000088298,1.1226334568882868,2.874669224621614
2024,IN,Family Practice,99203,"New patient office or other outpatient visit with low level of medical decision making, if using time, 30 minutes or more",O,128,128,4308,4308.0,259006.83000013602,1.0,2.0580852367637648
2024,IN,Nurse Practitioner,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",F,74,74,3463,3463.0,258931.440000145,1.0,2.8699118666741854
2024,IL,Otolaryngology,99213,"Established patient office or other outpatient visit with low level od decision making, if using time, 20 minutes or more",F,66,66,3959,5339.0,258397.430000187,1.3299019505577194,3.0830280742902194
2023,IL,Cardiology,99213,"Established patient office or other outpatient visit, 20-29 minutes",F,68,68,4821,5722.0,258319.659999908,1.1019951878029037,2.502662757954851
2023,IN,General Practice,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,2,2,480,4404.0,257402.549999505,11.946737311767988,2.1086665318888285
2023,IN,Hematology-Oncology,99204,"New patient office or other outpatient visit, 45-59 minutes",O,72,72,2345,2345.0,256947.720001003,1.0,2.1500939539912984
2023,IN,Physician Assistant,99214,"Established patient office or other outpatient visit, 30-39 minutes",F,64,64,3525,4409.0,256452.589999951,1.2346233630424321,2.7926288457569006
2023,IL,Radiation Oncology,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,45,45,3531,4459.0,256017.780000095,1.2277394792296246,2.362188276311917
2023,IL,Orthopedic Surgery,99204,"New patient office or other outpatient visit, 45-59 minutes",F,57,57,2582,2582.0,255753.560000049,1.0,3.020055272285142
2024,IN,Clinical Cardiac Electrophysiology,99204,"New patient office or other outpatient visit with moderate level of medical decision making, if using time, 45 minutes or more",O,41,41,2268,2268.0,255437.62000051,1.0,2.090608687706218
2023,IL,Obstetrics & Gynecology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,40,40,1657,1983.0,253308.11999854,1.2553032416806076,1.87900637171937
2023,IN,Urology,99215,"Established patient office or other outpatient visit, 40-54 minutes",O,57,57,1750,2027.0,252966.349999205,1.1543884516162628,1.8818999004633867
2023,IN,Infectious Disease,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,50,50,1966,2899.0,252679.010000144,1.4378306031919177,1.8881526005167746
